 00:00:00.000000 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [S], seq 1852594190, win 65535, options [mss 1460,nop,wscale 6,nop,nop,TS val 729676479 ecr 0,sackOK,eol], length 0
 00:00:00.041144 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [S.], seq 1658809771, ack 1852594191, win 28960, options [mss 1400,sackOK,TS val 2521817020 ecr 729676479,nop,wscale 7], length 0
 00:00:00.041193 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1, win 2060, options [nop,nop,TS val 729676520 ecr 2521817020], length 0
 00:00:00.763436 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1530965:1532353, ack 122, win 227, options [nop,nop,TS val 2521817736 ecr 729677122], length 1388: HTTP
 00:00:00.763438 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1532353:1533741, ack 122, win 227, options [nop,nop,TS val 2521817736 ecr 729677122], length 1388: HTTP
 00:00:00.763440 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1533741:1535129, ack 122, win 227, options [nop,nop,TS val 2521817736 ecr 729677122], length 1388: HTTP
 00:00:00.763441 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1535129:1536517, ack 122, win 227, options [nop,nop,TS val 2521817736 ecr 729677122], length 1388: HTTP
 00:00:00.763444 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1536517:1537905, ack 122, win 227, options [nop,nop,TS val 2521817736 ecr 729677122], length 1388: HTTP
 00:00:00.763446 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1537905:1539293, ack 122, win 227, options [nop,nop,TS val 2521817736 ecr 729677122], length 1388: HTTP
 00:00:00.763448 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1539293:1540681, ack 122, win 227, options [nop,nop,TS val 2521817736 ecr 729677122], length 1388: HTTP
 00:00:00.763513 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1535129, win 3860, options [nop,nop,TS val 729677159 ecr 2521817734], length 0
 00:00:00.764280 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1540681:1542069, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.765866 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1542069:1543457, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.765872 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1543457:1544845, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.765874 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1544845:1546233, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.765876 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1546233:1547621, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.765879 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1547621:1549009, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.765955 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1546233, win 3968, options [nop,nop,TS val 729677161 ecr 2521817736], length 0
 00:00:00.765975 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1549009:1550397, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.765978 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1550397:1551785, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.765981 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1551785:1553173, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.771304 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1553173:1554561, ack 122, win 227, options [nop,nop,TS val 2521817741 ecr 729677127], length 1388: HTTP
 00:00:00.771310 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1554561:1555949, ack 122, win 227, options [nop,nop,TS val 2521817742 ecr 729677127], length 1388: HTTP
 00:00:00.771312 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1555949:1557337, ack 122, win 227, options [nop,nop,TS val 2521817742 ecr 729677127], length 1388: HTTP
 00:00:00.771315 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1557337:1558725, ack 122, win 227, options [nop,nop,TS val 2521817742 ecr 729677127], length 1388: HTTP
 00:00:00.771317 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1558725:1560113, ack 122, win 227, options [nop,nop,TS val 2521817742 ecr 729677127], length 1388: HTTP
 00:00:00.771320 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1560113:1561501, ack 122, win 227, options [nop,nop,TS val 2521817742 ecr 729677127], length 1388: HTTP
 00:00:00.771390 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1557337, win 3968, options [nop,nop,TS val 729677166 ecr 2521817741], length 0
 00:00:00.771409 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1561501:1562889, ack 122, win 227, options [nop,nop,TS val 2521817742 ecr 729677127], length 1388: HTTP
 00:00:00.771413 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1562889:1564277, ack 122, win 227, options [nop,nop,TS val 2521817742 ecr 729677127], length 1388: HTTP
 00:00:00.771416 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1564277:1565665, ack 122, win 227, options [nop,nop,TS val 2521817742 ecr 729677127], length 1388: HTTP
 00:00:00.771419 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1565665:1567053, ack 122, win 227, options [nop,nop,TS val 2521817747 ecr 729677131], length 1388: HTTP
 00:00:00.771422 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1567053:1568441, ack 122, win 227, options [nop,nop,TS val 2521817747 ecr 729677131], length 1388: HTTP
 00:00:00.771425 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1568441:1569829, ack 122, win 227, options [nop,nop,TS val 2521817747 ecr 729677131], length 1388: HTTP
 00:00:00.771428 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1569829:1571217, ack 122, win 227, options [nop,nop,TS val 2521817747 ecr 729677131], length 1388: HTTP
 00:00:00.771432 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1571217:1572605, ack 122, win 227, options [nop,nop,TS val 2521817747 ecr 729677131], length 1388: HTTP
 00:00:00.771435 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1572605:1573993, ack 122, win 227, options [nop,nop,TS val 2521817747 ecr 729677131], length 1388: HTTP
 00:00:00.771438 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1573993:1575381, ack 122, win 227, options [nop,nop,TS val 2521817747 ecr 729677131], length 1388: HTTP
 00:00:00.771440 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [P.], seq 1575381:1576769, ack 122, win 227, options [nop,nop,TS val 2521817747 ecr 729677131], length 1388: HTTP
 00:00:00.771482 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1568441, win 4012, options [nop,nop,TS val 729677166 ecr 2521817742], length 0
 00:00:00.771535 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1576769, win 4138, options [nop,nop,TS val 729677166 ecr 2521817747], length 0
 00:00:00.771723 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1576769, win 4250, options [nop,nop,TS val 729677166 ecr 2521817747], length 0
 00:00:00.775179 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1576769:1578157, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.775323 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1578157:1579545, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780148 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1579545:1580933, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780153 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1580933:1582321, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780155 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1582321:1583709, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780157 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1583709:1585097, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780159 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1585097:1586485, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780161 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1586485:1587873, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780162 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1587873:1589261, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780164 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1589261:1590649, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780166 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1590649:1592037, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780169 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1592037:1593425, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780171 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1593425:1594813, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780181 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1594813:1596201, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780183 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1596201:1597589, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780186 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1597589:1598977, ack 122, win 227, options [nop,nop,TS val 2521817753 ecr 729677136], length 1388: HTTP
 00:00:00.780188 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1598977:1600365, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.780191 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1600365:1601753, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.780193 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1601753:1603141, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.780272 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1587873, win 4120, options [nop,nop,TS val 729677173 ecr 2521817753], length 0
 00:00:00.780330 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1598977, win 3947, options [nop,nop,TS val 729677173 ecr 2521817753], length 0
 00:00:00.780350 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1603141:1604529, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.780363 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1604529:1605917, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.780366 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1605917:1607305, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.780369 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1607305:1608693, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.782088 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1608693:1610081, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.782091 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1610081:1611469, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.782093 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1611469:1612857, ack 122, win 227, options [nop,nop,TS val 2521817754 ecr 729677136], length 1388: HTTP
 00:00:00.782148 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1610081, win 4229, options [nop,nop,TS val 729677174 ecr 2521817754], length 0
 00:00:00.785688 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1612857:1614245, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.787170 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1614245:1615633, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.787210 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1615633:1617021, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.787213 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1617021:1618409, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.787455 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1618409:1619797, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.787458 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1619797:1621185, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.787460 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1621185:1622573, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.787504 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1621185, win 4207, options [nop,nop,TS val 729677178 ecr 2521817754], length 0
 00:00:00.789092 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1622573:1623961, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789098 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1623961:1625349, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789101 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1625349:1626737, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789103 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1626737:1628125, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789105 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1628125:1629513, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789164 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1629513:1630901, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789174 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1630901:1632289, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789177 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1632289:1633677, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789181 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1633677:1635065, ack 122, win 227, options [nop,nop,TS val 2521817763 ecr 729677146], length 1388: HTTP
 00:00:00.789220 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1632289, win 4098, options [nop,nop,TS val 729677179 ecr 2521817763], length 0
 00:00:00.790850 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1635065:1636453, ack 122, win 227, options [nop,nop,TS val 2521817764 ecr 729677146], length 1388: HTTP
 00:00:00.790855 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1636453:1637841, ack 122, win 227, options [nop,nop,TS val 2521817764 ecr 729677146], length 1388: HTTP
 00:00:00.790857 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1637841:1639229, ack 122, win 227, options [nop,nop,TS val 2521817764 ecr 729677146], length 1388: HTTP
 00:00:00.790859 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1639229:1640617, ack 122, win 227, options [nop,nop,TS val 2521817764 ecr 729677146], length 1388: HTTP
 00:00:00.790861 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1640617:1642005, ack 122, win 227, options [nop,nop,TS val 2521817764 ecr 729677146], length 1388: HTTP
 00:00:00.790862 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1642005:1643393, ack 122, win 227, options [nop,nop,TS val 2521817764 ecr 729677146], length 1388: HTTP
 00:00:00.790864 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1643393:1644781, ack 122, win 227, options [nop,nop,TS val 2521817764 ecr 729677146], length 1388: HTTP
 00:00:00.790923 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1643393, win 4120, options [nop,nop,TS val 729677180 ecr 2521817763], length 0
 00:00:00.796119 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1644781:1646169, ack 122, win 227, options [nop,nop,TS val 2521817764 ecr 729677146], length 1388: HTTP
 00:00:00.796123 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1646169:1647557, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677150], length 1388: HTTP
 00:00:00.796126 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1647557:1648945, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677150], length 1388: HTTP
 00:00:00.796128 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1648945:1650333, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677150], length 1388: HTTP
 00:00:00.796129 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1650333:1651721, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677150], length 1388: HTTP
 00:00:00.796132 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1651721:1653109, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677150], length 1388: HTTP
 00:00:00.796134 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1653109:1654497, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677150], length 1388: HTTP
 00:00:00.796136 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1654497:1655885, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677150], length 1388: HTTP
 00:00:00.796138 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1655885:1657273, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677150], length 1388: HTTP
 00:00:00.796139 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1657273:1658661, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677151], length 1388: HTTP
 00:00:00.796142 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1658661:1660049, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677151], length 1388: HTTP
 00:00:00.796144 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1660049:1661437, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677151], length 1388: HTTP
 00:00:00.796146 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1661437:1662825, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677151], length 1388: HTTP
 00:00:00.796148 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1662825:1664213, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677151], length 1388: HTTP
 00:00:00.796150 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1664213:1665601, ack 122, win 227, options [nop,nop,TS val 2521817768 ecr 729677151], length 1388: HTTP
 00:00:00.796152 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1665601:1666989, ack 122, win 227, options [nop,nop,TS val 2521817772 ecr 729677153], length 1388: HTTP
 00:00:00.796154 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1666989:1668377, ack 122, win 227, options [nop,nop,TS val 2521817772 ecr 729677153], length 1388: HTTP
 00:00:00.796156 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1668377:1669765, ack 122, win 227, options [nop,nop,TS val 2521817772 ecr 729677153], length 1388: HTTP
 00:00:00.796158 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1669765:1671153, ack 122, win 227, options [nop,nop,TS val 2521817772 ecr 729677153], length 1388: HTTP
 00:00:00.796160 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1671153:1672541, ack 122, win 227, options [nop,nop,TS val 2521817772 ecr 729677153], length 1388: HTTP
 00:00:00.796162 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1672541:1673929, ack 122, win 227, options [nop,nop,TS val 2521817772 ecr 729677153], length 1388: HTTP
 00:00:00.796164 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1673929:1675317, ack 122, win 227, options [nop,nop,TS val 2521817772 ecr 729677153], length 1388: HTTP
 00:00:00.796229 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1654497, win 4098, options [nop,nop,TS val 729677185 ecr 2521817764], length 0
 00:00:00.796261 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1665601, win 3925, options [nop,nop,TS val 729677185 ecr 2521817768], length 0
 00:00:00.797555 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1675317:1676705, ack 122, win 227, options [nop,nop,TS val 2521817772 ecr 729677153], length 1388: HTTP
 00:00:00.797604 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1676705, win 4229, options [nop,nop,TS val 729677186 ecr 2521817772], length 0
 00:00:00.799548 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1676705:1678093, ack 122, win 227, options [nop,nop,TS val 2521817778 ecr 729677159], length 1388: HTTP
 00:00:00.804009 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1678093:1679481, ack 122, win 227, options [nop,nop,TS val 2521817778 ecr 729677159], length 1388: HTTP
 00:00:00.804012 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1679481:1680869, ack 122, win 227, options [nop,nop,TS val 2521817778 ecr 729677159], length 1388: HTTP
 00:00:00.804014 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1680869:1682257, ack 122, win 227, options [nop,nop,TS val 2521817778 ecr 729677159], length 1388: HTTP
 00:00:00.804016 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1682257:1683645, ack 122, win 227, options [nop,nop,TS val 2521817778 ecr 729677159], length 1388: HTTP
 00:00:00.804017 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1683645:1685033, ack 122, win 227, options [nop,nop,TS val 2521817778 ecr 729677159], length 1388: HTTP
 00:00:00.804019 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1685033:1686421, ack 122, win 227, options [nop,nop,TS val 2521817778 ecr 729677159], length 1388: HTTP
 00:00:00.804020 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1686421:1687809, ack 122, win 227, options [nop,nop,TS val 2521817778 ecr 729677159], length 1388: HTTP
 00:00:00.804078 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1687809, win 4098, options [nop,nop,TS val 729677191 ecr 2521817778], length 0
 00:00:00.804188 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1687809:1689197, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.805793 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1689197:1690585, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.805801 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1690585:1691973, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.805803 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1691973:1693361, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.805805 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1693361:1694749, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.805806 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1694749:1696137, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.805883 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1696137:1697525, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.807194 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1697525:1698913, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.807198 IP yali.mythic-beasts.com.http > 192.168.0.66.56735: Flags [.], seq 1698913:1700301, ack 122, win 227, options [nop,nop,TS val 2521817781 ecr 729677161], length 1388: HTTP
 00:00:00.807244 IP 192.168.0.66.56735 > yali.mythic-beasts.com.http: Flags [.], ack 1698913, win 4229, options [nop,nop,TS val 729677193 ecr 2521817781], length 0
